username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
sarmadsalman6,SARMAD SALMAN ( SIDHEART ),https://twitter.com/sarmadsalman6/status/1306679159532539905,"""common knowledge 😁
#ArnabGoswami… """,2020-09-17 12:39:00,153,34,15,,0,ArnabGoswami,1,,https://pbs.twimg.com/media/EiJBqM3XcAUuFDA.jpg | https://pbs.twimg.com/media/EiJBs7VWoAEcf4S.jpg | https://pbs.twimg.com/media/EiJBs8lXkAIIWqD.jpg
armanma2347,Arman Malik,https://twitter.com/ArmanMa2347/status/1306779304093798400,"""in Studio      Outside the studio 

#ArnabGoswami… """,2020-09-17 19:17:00,48,14,11,,0,ArnabGoswami,1,,https://pbs.twimg.com/media/EiKc2BEWAAAQfj7.jpg | https://pbs.twimg.com/media/EiKc2YJXsAU0SYy.jpg
ek_tha_tigerrr,Nikhil ,https://twitter.com/ek_tha_tigerrr/status/1306623963972263936,"""ugly truth. Arnav is biased and hypcrist.They have been given the task of moving the minds of people from social issues. Cheap and anti indian tv channel. #ArnabGoswami

#ArnabNeedsRabiesTreatment… https",2020-09-17 09:00:00,166,158,38,,0,ArnabGoswami | ArnabNeedsRabie,2,,https://pbs.twimg.com/media/EiIPkbqVgAA4IkH.jpg
ashish_said_so,Ashish,https://twitter.com/Ashish_Said_So/status/1306623587575451649,"""I think he forgot that Salman has a driver 🚕 who does things, just saying! 🤷🏽‍♂️ #ArnabGoswami https",2020-09-17 08:58:00,319,101,26,,0,ArnabGoswami,1,,https://pbs.twimg.com/profile_images/1304745459689242625/5krsQdoC_normal.jpg | https://abs.twimg.com/emoji/v2/72x72/1f3f9.png
pradip103,Pradeep Bhandari(प्रदीप भंडारी),https://twitter.com/pradip103/status/1305483312589238273,"""Disha BF Rohan Rai who was planning to marry her is absconding since her death. The guard at Disha's building reveal it is impossible for her to commit suicide. Nitish Rane hints at a politician present at a party on 8th June. I will be debating this on #ArnabGoswami show 7 pm.""",2020-09-14 05:27:00,"12,157","3,313",194,,0,ArnabGoswami,1,,
its_tanayar,Tàñãyâ || #BoycottBollywoodDruggies,https://twitter.com/Its_TanayaR/status/1306605438922665986,"""Why 60 pages? Write 1000 pages ! #ArnabGoswami won't care cause we support him . We are with the truth . #ArrestSSRKillersNow… https",2020-09-17 07:46:00,379,191,11,,0,ArnabGoswami | ArrestSSRKiller,2,,
sharathjoshi7,Sharath Joshi,https://twitter.com/SharathJoshi7/status/1306765337040355328,"""2 min silence for those who call him chutiya https",2020-09-17 18:21:00,519,137,86,,0,,0,,https://pbs.twimg.com/media/EiKQHt9UYAEt38J.jpg | https://pbs.twimg.com/media/EiJ7_VNU8AAyqAZ.jpg
rose_k01,Rosy,https://twitter.com/rose_k01/status/1306634676535136257,"""Arnab Goswami MESSAGE To Uddhav Thackeray ""Ji"" on the 60 Page Privilege Notice to @republic @Republic_Bharat",2020-09-17 09:42:00,"3,959","1,624",197,republic | Republic_Bharat,2,,0,,
ashokepandit,Ashoke Pandit,https://twitter.com/ashokepandit/status/1306767957020696576,"""We all stand by #ArnabGoswami @republic for his fight to achieve #JusticeForSushantSinghRajput. 
I condemn the 60 page notice to him by the state govt. to apologise or face punishment, because it’s against his fundamental right to #FreedomOfExpression.""",2020-09-17 18:32:00,"4,251","1,254",98,republic,1,ArnabGoswami | JusticeForSusha | FreedomOfExpres,3,,
dharmicverangna,Vaidehi ,https://twitter.com/dharmicverangna/status/1306769063239057409,"""Almost all of the media portals have been targeting Modi ji since 2002. NO ONE got a notice.

But, #ArnabGoswami fearlessly goes after the truth and gets a ""Breach of Privilege"" notice from Maharashtra Govt.? 

But, Mudi is #fascist vroooooo

Mudi must rejine.

😂😂""",2020-09-17 18:36:00,"1,450",416,40,,0,ArnabGoswami | fascist,2,,
,,https://twitter.com/imKaranOBEROI/status/1306644312793333762,"""Whole India With u Respected🙏 #Arnab Sir
India with the TRUTH
#ArnabGoswami 
#RepublicBharat… """,2020-09-17 10:20:00,569,239,33,,0,Arnab | ArnabGoswami | RepublicBharat,3,,https://pbs.twimg.com/media/EiIiE7yVgAAH2Q1.jpg
thestartupgyaan,Arnab Nayak,https://twitter.com/thestartupgyaan/status/1306333309035671552,"""#RepublicTV / #RepublicBharat is the reality show like #BiggBoss for people above 30.… """,2020-09-16 13:45:00,5,,0,,0,RepublicTV | RepublicBharat | BiggBoss,3,,
itssohailm,Mohammed Sohail ❁,https://twitter.com/ItsSohailM/status/1306612298593824772,"""Maharashtra government reduces SOUND POLLUTION 🔇 by banning #RepublicTV channel..!!!! 🙏so other states have done anything wrong ⁉️
All other state government should take this step & reduces sound pollution of their place.❤️🔕🙉
#ArnabNeedsRabiesTreatment""",2020-09-17 08:13:00,29,77,3,,0,RepublicTV | ArnabNeedsRabie,2,,
itssohailm,Mohammed Sohail ❁,https://twitter.com/ItsSohailM/status/1306585343517491202,"""#पूछता_है_भारत_क्यों_भौंक_रहा_अर्नब

Whenever someone changes the channel to #RepublicTV 

Me",2020-09-17 06:26:00,10,39,1,,0,प | RepublicTV,2,,https://pbs.twimg.com/media/EiHsccRXgAIZFa4.jpg
dash84dash,Mahe,https://twitter.com/dash84dash/status/1306634272632008707,"""#RightToReport if this bullys and pseudoseculars have the rights to misuse constitutional freedom then why not #RepublicTV has the freedom who s fighting for truth and injustice.. hypocrisy at its best.… https",2020-09-17 09:41:00,7,4,0,,0,RightToReport | RepublicTV,2,,https://pbs.twimg.com/media/EiIY8Y8UYAYBO5d.jpg
aruna_chandru,chandrasekaran ,https://twitter.com/aruna_chandru/status/1307572436859146241,"""#republictv  SSR DISHA HOMICIDE
FAIR AND EXPEDITIOUS INQUIRY IS THE NEED OF THE HOUR TO AVOID SUCH RECURRANCE.""",2020-09-19 23:48:00,2,,0,,0,republictv,1,,
ek_tha_tigerrr,Nikhil ,https://twitter.com/ek_tha_tigerrr/status/1306593656971829249,"""""Shantasree"" The ex-journalist resigned from #RepublicTV  expressed her emotions by the tweet ""Journalism is indeed dead in RepublicTV..they r running aggressive agenda by dragging celebrities in SSR matters""

This is the true face of this tv
 
#पूछता_है_भारत_क्यों_भौंक_रहा_अर्नब… https",2020-09-17 06:59:00,12,44,4,,0,RepublicTV | प,2,,https://pbs.twimg.com/media/EiHz-b9UYAEhYhV.jpg
priainc,Priyamwada,https://twitter.com/PriaINC/status/1306901830228758529,"""Republic deleted it’s poll... Thanks to all Congressis and all those who voted against. Glad #RepublicTV got the taste of it’s own medicine... 
Yayy to us 🧚‍♀️👏👊💪💃🏻🎉🎉… https",2020-09-18 03:24:00,345,162,19,,0,RepublicTV,1,,
sitakantpatro,Sitakant Patro,https://twitter.com/SitakantPatro/status/1306631937277087744,"""Just now I saved Rs 500 by Unsubscribing #RepublicTV and made my home noise free 🤣
#ArnabNeedsRabiesTreatment""",2020-09-17 09:31:00,8,7,3,,0,RepublicTV | ArnabNeedsRabie,2,,
vaishnavi0413,Vaishnavi Mishra,https://twitter.com/Vaishnavi0413/status/1306837999183777795,"""We are all standing with you sir.✌️✌️
#ArnabGoswami 
@Republic_Bharat 
#RepublicTV… """,2020-09-17 23:10:00,4,1,1,Republic_Bharat,1,ArnabGoswami | RepublicTV,2,,https://pbs.twimg.com/media/EiLSO2OUcAARJTs.jpg
harsh_1243,HaRsH,https://twitter.com/HarsH_1243/status/1307371193675075584,"""News channels during ipl hours
No. Of viewers",2020-09-19 10:29:00,7,,0,,0,,0,,https://pbs.twimg.com/media/EiS3K-lU4AAFSfV.jpg
healing_2014,@#voiceanalysis,https://twitter.com/HEALING_2014/status/1308140789768351747,"""#RepublicTV
Dont ignore this...I felt the same. Is he alive ? Mumbai police claiming he is in Mumbai..why would he go to mumbai police and not CBI?… https",2020-09-21 13:27:00,1,,0,,0,RepublicTV,1,,https://pbs.twimg.com/media/EidzEpMXcAIn80y.jpg
priainc,Priyamwada,https://twitter.com/PriaINC/status/1306935882616889344,"""Maharashtra Assembly sent a 60 page letter for breach of privilege hence all this poll drama by #RepublicTV that led to Republic losing & deleting the poll.

Nation really wants to know 

#क्यूं_डरता_है_अरनब 🤣… https",2020-09-18 05:39:00,119,81,2,,0,RepublicTV | क,2,,https://pbs.twimg.com/media/EiMrQfXX0AAjQ6P.jpg
,,https://twitter.com/IManIndian1/status/1307096144766545921,"""Explain this - https",2020-09-18 16:16:00,,,0,,0,,0,,
fpjindia,Free Press Journal,https://twitter.com/fpjindia/status/1306822972028547072,"""Salman Khan fans trend #ArnabNeedsRabiesTreatment, India Today editor joins in

#SalmanKhan #ArnabGoswami #RepublicTV #IndiaToday 

https",2020-09-17 22:10:00,"1,175",533,45,,0,ArnabNeedsRabie | SalmanKhan | ArnabGoswami | RepublicTV | IndiaToday,5,,https://pbs.twimg.com/media/EiLEjs5U8Ac1bp4.jpg
kumarravi2264,Ravi ranjan mishra,https://twitter.com/kumarravi2264/status/1307671959124148224,"""Chhota arnav let's see good job bro.👌👌.#ArnabGoswamy #ShushantSinghRajput #KanganaRanawat #RepublicTV… """,2020-09-20 06:24:00,2,2,1,,0,ArnabGoswamy | ShushantSinghRa | KanganaRanawat | RepublicTV,4,,
anand_bhsn,anand mahendra bhushan,https://twitter.com/anand_bhsn/status/1306817147239190532,"""Don't miss @BeingSalmanKhan's reaction 😂😂

#ArnabGoswami #SalmanKhan #RepublicTV #RheaChakraborthy #SushantSinghRajput #KanganaRanuat #Bollywood… https",2020-09-17 21:47:00,15,2,5,BeingSalmanKhan,1,ArnabGoswami | SalmanKhan | RepublicTV | RheaChakraborth | SushantSinghRaj | KanganaRanuat | Bollywood,7,,
harisbutt142,Haris Butt,https://twitter.com/harisbutt142/status/1306903869847289857,"""POLL DELETED... @republic NATION WANTS TO KNOW.... When will we see Arnab in SANGHI dress code?
#RepublicTV… """,2020-09-18 03:32:00,115,63,6,republic,1,RepublicTV,1,,https://pbs.twimg.com/media/EiMOIs9VkAAcCZ0.jpg
khushikhus,khushi,https://twitter.com/KhushiKhus/status/1306621803901587456,"""Fear Of MahaGovt is @republic TV.

We will also Question and support the RepublicTV. It's our Right to Know TRUTH. 

Maha Govt You can not Stop Media.
You Can not Stop Public.😾👿✊
@republic 
#ArrestSSRKillersNow 
#RepublicTV 
#HomicideAngleExplodes… https",2020-09-17 08:51:00,197,229,10,republic | republic,2,ArrestSSRKiller | RepublicTV | HomicideAngleEx,3,,https://pbs.twimg.com/media/EiINlc1U4AEXUWk.jpg | https://pbs.twimg.com/media/EiINmByU4AASeic.jpg | https://pbs.twimg.com/media/EiINmqpUYAAVcbj.jpg
ek_tha_tigerrr,Nikhil ,https://twitter.com/ek_tha_tigerrr/status/1306585874096730116,"""Best actor on a best entertainment channel..!!

#ArnabGoswami - #RepublicTV 

#पूछता_है_भारत_क्यों_भौंक_रहा_अर्नब… """,2020-09-17 06:28:00,68,85,13,,0,ArnabGoswami | RepublicTV | प,3,,https://pbs.twimg.com/media/EiHs7ETUcAIVkZL.jpg | https://pbs.twimg.com/media/EiHs7RiU0AAcZk4.png
iamkanchan009,kanchan awasthi,https://twitter.com/iamkanchan009/status/1307746981293387777,"""Some glimpses of today’s debate show!
#republictv #bollywood… """,2020-09-20 11:22:00,,,2,,0,republictv | bollywood,2,,https://pbs.twimg.com/media/EiYM8RuVkAAe6OF.jpg
asmasha77808161,Asma Shaikh,https://twitter.com/AsmaSha77808161/status/1290426532951781377,"""Sir..
Mumbai police is completely corruptEd...
Woh police nahi hai uddhav Thackeray k gunde hai 

Police SE toh aaplog baccha logey but JANNTA ko kon bachayega Maharashtra govt SE.....#MahaGovExposedInSSRCase @Swamy39 @ishkarnBHANDARI @CPMumbaiPolice @OfficeofUT #JusticeForSusha… https",2020-08-03 16:17:00,,,0,Swamy39 | ishkarnBHANDARI | CPMumbaiPolice | OfficeofUT,4,MahaGovExposedI | JusticeForSusha,2,,https://pbs.twimg.com/media/EeiEFqrUcAAfEIf.jpg
suresht56611883,Suresh Tiwari (stay home stay home),https://twitter.com/SureshT56611883/status/1276241403396460544,"""सुशांत सिंह राजपूत को इंसाफ दिलाने के लिए प्लीज सब एक साथ आवाज़ उठाए 
कोई दूसरा सुशांत इन बॉलीवुड के भंडो का शिकार ना हो 
#BoycottKaranJohar 
#सलमान_खान 
#khans 
#AliaBhatt 
#SanjayLeelaBhansali 
#अदित्यपंचोली
#MaheshBhatt 
#ShahidKapoor 
#justiceforSushantforum 
#JusticeForSusha""",2020-06-25 12:50:00,,1,0,,0,BoycottKaranJoh | सलम | khans | AliaBhatt | SanjayLeelaBhan | अद | MaheshBhatt | ShahidKapoor | justiceforSusha | JusticeForSusha,10,,
rajshre26414035,हिन्दुस्तानी नारी,https://twitter.com/Rajshre26414035/status/1284422177068969984,"""####🔱Har🔱Har महादेव 🙏🙏,##CBIEnquiryForSushant
#NoCBINoVote
#JusticeForSushant
#PMDoCBIEnquiryForSSR#CBIEnquiryForSushant
#NoCBINoVote
#JusticeForSushant
#PMDoCBIEnquiryForSSR
#CBIEnquiryForSushant ####🔱Har🔱Har महादेव 🙏🙏,##CBIEnquiryForSushant
#NoCBINoVote
#JusticeForSusha""",2020-07-18 02:38:00,1,,0,,0,CBIEnquiryForSu | NoCBINoVote | JusticeForSusha | PMDoCBIEnquiryF | NoCBINoVote | JusticeForSusha | PMDoCBIEnquiryF | CBIEnquiryForSu | CBIEnquiryForSu | NoCBINoVote | JusticeForSusha,11,,
aashnaite,Kuhoo Prakash,https://twitter.com/aashnaite/status/1285068293619937284,"""#justiceforsusha
#CBIEnquiryForSushantSinghRajput 
#SushanthSinghRajput 
#NepotismEndsin2020""",2020-07-19 21:25:00,,,0,,0,justiceforsusha | CBIEnquiryForSu | SushanthSinghRa | NepotismEndsin2,4,,
,,https://twitter.com/Realkhushi1/status/1292059861312733185,"""#MumbaiPolice kyu aisa krraha he? #disha case me laprwahi #sushant case me laprwahi... en par varosa kaise kare public?
#SameOnMumbaiPolice 
#JusticeForSusha
#Warriors4SSR 
#ArrestRheaChakraborty… https",2020-08-08 04:27:00,,,1,,0,MumbaiPolice | disha | sushant | SameOnMumbaiPol | JusticeForSusha | Warriors4SSR | ArrestRheaChakr,7,,
mdanam72097257,Md anam. محمد انعم,https://twitter.com/Mdanam72097257/status/1274658393970683905,"""पोस्ट भले ही कॉपी कर लो मगर आवाज जरूर उठाओ
#ये #आत्महत्या #नहीं #है  
फांसी से लटक ने से आँखें और ज़बान बाहार निकल आतीं हैं 
जब झटके से शरीर लटकता है तो गर्दन टूट जाती है सुशांत की गर्दन ना टूटी ना लटकी !
तक़लीफ़ के वजह से हाथों की उंगली मुट्ठी बनती ह
#CBIEnquiry
#justiceforSusha… https",2020-06-21 04:00:00,1,,0,,0,य | आत | नह | ह | CBIEnquiry | justiceforSusha,6,,https://pbs.twimg.com/media/EbB_DYiUMAIEzPG.jpg
,,https://twitter.com/DineshS25457148/status/1289837505596936192,"""मुबंई पुलिस के माध्यम से  उद्धव  ठाकरे  की कायराना हरकत #सुशांत सिंह राजपुत के मैनेजर दिशा सनयाल की फाईल डिलिट हो गयी।मतलब साफ है लिपा पोती 
रिया को उद्धव सरकार छुपा कर  लोकतंत्र का गला घोट रही #सुशांत के साथ  130  करोड़ जनता है। #उद्धव_ठाकरे  आपके साथ चंद गद्दार।#justiceforsusha""",2020-08-02 01:16:00,5,6,1,,0,स | स | उद | justiceforsusha,4,,
,,https://twitter.com/sushmitapiya/status/1280883913951338496,"""#CBIMustForSushant
#Istandwithsushant
#NoVoteIfNoJusticeDone
#FIRForSushantUnder302
#NoVotesOfYouthIfNoCBI4SSR
#CBIMustForSushantSinghRajput
#Mai_Bhi_Sushant
#SushantSinghRajputmurder
#SushantInOurHeartsForever
#sushantwasmurdered
#CBIENQUIRYFORSUSHANTSINGHRAJPUT
#JusticeForSusha… https",2020-07-08 08:18:00,,,0,,0,CBIMustForSusha | Istandwithsusha | NoVoteIfNoJusti | FIRForSushantUn | NoVotesOfYouthI | CBIMustForSusha | Mai_Bhi_Sushant | SushantSinghRaj | SushantInOurHea | sushantwasmurde | CBIENQUIRYFORSU | JusticeForSusha,12,,
,,https://twitter.com/8fbhYhDDxOc5w7d/status/1275832510505725954,"""#justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSushantforum #justiceforSusha… https",2020-06-24 09:45:00,1,2,1,,0,justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha,12,,
subodhtoppo4,Subodh Toppo,https://twitter.com/SubodhToppo4/status/1289500854521749505,"""अब नहीं तो कब ? YALGAAR हो.. || SUSHANT SINGH RAJPUT || #justiceforsusha... https",2020-08-01 02:58:00,,,0,,0,justiceforsusha,1,,
akshayamin29,Akshay,https://twitter.com/akshayamin29/status/1301887056033927171,"""Madhya Pradesh BJP Govt Cabinet Minister for Medical Education Vishwas Sarang and his suggestion on Twitter that no cinema star can act in a film without first having a drug test, as in Cricket. Pleased that BJP has such intelligent Ministers ! 👍
#FlagForSushant
#justiceforsusha""",2020-09-04 07:17:00,,1,0,,0,FlagForSushant | justiceforsusha,2,,
,,https://twitter.com/sushant0kushwah/status/1276218672290422789,"""#justiceforSushantforum
#justiceforSushantforum
justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSushantforum
#justiceforSusha… https",2020-06-25 11:20:00,,,0,,0,justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha | justiceforSusha,11,,
bharatirai9,Bharati Rai,https://twitter.com/BharatiRai9/status/1287473439842828289,"""Yes you r right an ambulance owner is toching the police men shirt how  could this? Really i think he has killed sush or police men and ambulance driver is partner don't know only god knows what will happen? We want justice #SushanthSinghRajput
#CBIEnquiryForSSR 
#JusticeForSusha… https",2020-07-26 12:42:00,1,,0,,0,SushanthSinghRa | CBIEnquiryForSS | JusticeForSusha,3,,
,,https://twitter.com/ItsDevarshPatel/status/1280994438744100871,"""Well said... but still I would say there're many politicians are puppets and corrupted. They need to learn frm other countries how to protect ppl... no to target them. If our govt n police dnt knw hw to do it then sorry to say bt u dnt deserve that position. #JusticeForSusha t… https",2020-07-08 15:37:00,1,,0,,0,JusticeForSusha,1,,
,,https://twitter.com/ArpitaMishra611/status/1287216703508643840,"""Justice For SUSHANT @itsSSR   💔
@AmitShah @narendramodi @PMOIndia @CastingChhabra @CBItweets Please Do Justice to sushant ,Please do a cbi enquiry. Punishment For the culprits in needed otherwise there will be another sushant some other day. Please give justice .#JusticeForSusha… https",2020-07-25 19:42:00,2,,0,itsSSR | AmitShah | narendramodi | PMOIndia | CastingChhabra | CBItweets,6,JusticeForSusha,1,,https://pbs.twimg.com/media/Ed0cvVpU0AAyJ4v.jpg
_houseoftag,houseoftag,https://twitter.com/_houseoftag/status/1297239394525630466,"""Kangana Ranaut’s childhood picture 💕💘
.
.
.
.
.
#ripsushant #sushantrajput #sushantrajputsingh #ripsushant #shockingnews #bollywoodnews #ripsushantrajput #ripsushanthsinghrajput #houseoftag #sushantsinghrajputfans #sushantsinghrajput #justiceforsusha… https",2020-08-22 11:29:00,1,,0,,0,ripsushant | sushantrajput | sushantrajputsi | ripsushant | shockingnews | bollywoodnews | ripsushantrajpu | ripsushanthsing | houseoftag | sushantsinghraj | sushantsinghraj | justiceforsusha,12,,https://pbs.twimg.com/media/EgC4WuVWAAEmHkR.jpg
